topic_id,DFID region,score,share,total_score,total_share,deviation,id,title,top_words,Topic ID,Aggregated meta-topic,Aggregated topic,Topic,color,short_title
213139,Southern Asia,5.728372068275713,0.008524869545518541,81.46214503349711,0.01629188794501832,0.5232585427967695,213139,"Resilience, Community resilience","['communiti', 'resili', 'social', 'local', 'particip', 'interview', 'knowledg', 'build', 'resid', 'percept']",213139,Intervention option,Developing community resilience,Community resilience,#ccebc5,Resilience
213147,Southern Asia,3.348335235879978,0.004982937689857823,45.511175759487806,0.009101932872191383,0.5474592880246248,213147,"Birth, Birth & pregnancy","['birth', 'preterm', 'pregnanc', 'gestat', 'women', 'matern', 'weight', 'week', 'deliveri', 'trimest']",213147,Health impact,Maternal & child health,Birth & pregnancy,#fed9a6,Birth
213174,Southern Asia,2.056638170211205,0.0030606552602407905,27.269731118605872,0.005453765101476527,0.5612004190301785,213174,"Spores, Fungal spores","['spore', 'fungal', 'airborn', 'alternaria', 'cladosporium', 'fungi', 'concentr', 'allergen', 'bioaerosol', 'type']",213174,Health impact,Respiratory,Fungal spores,#fed9a6,Spores
213126,Southern Asia,5.991781339212949,0.008916870910837676,76.53132476391538,0.015305756641011803,0.5825828229193782,213126,"Disaster, Natural disasters","['disast', 'natur', 'prepared', 'manag', 'respons', 'peopl', 'reduct', 'earthquak', 'emerg', 'affect']",213126,Intervention option,Disaster risk reduction,Disaster risk reduction,#ccebc5,Disaster
213182,Southern Asia,4.27886105103823,0.006367730976399557,53.732182020005915,0.01074607952136912,0.592563172805208,213182,"Cold, Cold & extreme temperatures","['cold', 'spell', 'hot', 'wave', 'extrem', 'cvd', 'winter', 'effect', 'attribut', 'coldrel']",213182,Exposure,Heat,Cold & extreme temperatures,#fbb4ae,Cold
213185,Southern Asia,7.754800640710913,0.011540567376843483,96.81799649953197,0.019362956246523434,0.596012676469047,213185,"Exposure, Exposure","['exposur', 'associ', 'estim', 'ambient', 'increas', 'person', 'shortterm', 'adjust', 'studi', 'use']",213185,Other,Methods,Exposure,#bdbdbd,Exposure
213162,Southern Asia,5.093412108506441,0.007579932526912818,63.38852402067381,0.012677283785251021,0.5979145576697942,213162,"Child, Child health","['children', 'child', 'age', 'school', 'childhood', 'parent', 'year', 'pneumonia', 'stunt', 'among']",213162,Health impact,Maternal & child health,Child health,#fed9a6,Child
213181,Southern Asia,4.181511080106827,0.006222856343160164,49.439581494319235,0.009887587927163528,0.629360405085705,213181,"In-/out-door, Indoor/outdoor (pollution & heat)","['indoor', 'outdoor', 'home', 'build', 'hous', 'ventil', 'environ', 'school', 'humid', 'measur']",213181,Mediating pathways,Geographic exposure,Building design,#b3cde3,In-/out-door
213183,Southern Asia,3.2046034714193863,0.004769038430701885,37.70882019346359,0.007541513581285319,0.6323715232094147,213183,"Asthma, Asthma","['asthma', 'childhood', 'exacerb', 'allerg', 'rhiniti', 'thunderstorm', 'associ', 'smoke', 'asthmat', 'preval']",213183,Health impact,Respiratory,Asthma,#fed9a6,Asthma
213133,Southern Asia,6.308863390506744,0.009388747229325256,71.81708175693267,0.014362939351045193,0.6536786795414572,213133,"Flood, Floods","['flood', 'damag', 'river', 'flash', 'event', 'impact', 'peopl', 'fatal', 'area', 'dysenteri']",213133,Exposure,Extreme precipitation & flooding,Floods,#fbb4ae,Flood
213131,Southern Asia,7.284691776627144,0.010840959060424826,82.3526908903619,0.016469991201493773,0.6582249454657624,213131,"Heat stress, Heat stress","['heat', 'stress', 'heatrel', 'ill', 'extrem', 'worker', 'dure', 'wbgt', 'island', 'work']",213131,Health impact,Chronic,Heat stress,#fed9a6,Heat stress
213153,Southern Asia,4.063006438372869,0.00604649967510866,45.85873901566498,0.009171443214953851,0.6592746128820779,213153,"Ozone, Emissions (ozone)","['ozon', 'concentr', 'ppb', 'nox', 'tropospher', 'precursor', 'surfac', 'voc', 'groundlevel', 'nitrogen']",213153,Exposure,Emissions,Emissions (ozone),#fbb4ae,Ozone
213144,Southern Asia,12.50481768591734,0.018609464991513096,139.5712953315662,0.02791333205070796,0.6666873362774011,213144,"Public health, Public health","['health', 'public', 'review', 'impact', 'research', 'system', 'environment', 'literatur', 'care', 'outcom']",213144,Health impact,Health system demand,Public health ,#fed9a6,Public health
213157,Southern Asia,4.308495245065151,0.0064118320988746785,47.965932484047656,0.009592867912907097,0.6683957453690809,213157,"Fire, Wildfires","['fire', 'wildfir', 'smoke', 'burn', 'forest', 'biomass', 'wildland', 'impact', 'qualiti', 'plume']",213157,Exposure,Drought,Wildfires,#fbb4ae,Fire
213149,Southern Asia,7.787830255095099,0.011589721508315382,85.4803968727429,0.017095511624126414,0.6779394359838364,213149,"Extreme weather, Extreme weather events","['extrem', 'event', 'weather', 'precipit', 'frequenc', 'condit', 'increas', 'day', 'intens', 'impact']",213149,Exposure,Extreme precipitation & flooding,Extreme weather events,#fbb4ae,Extreme weather
213190,Southern Asia,8.318096234485042,0.012378854659033815,90.91773989170672,0.01818294411374672,0.6807948471708231,213190,"Energy, Energy policy & co-benefits","['energi', 'cost', 'polici', 'benefit', 'cobenefit', 'mitig', 'electr', 'reduc', 'reduct', 'econom']",213190,Intervention option,Mitigation co-benefits,Energy policy & co-benefits,#ccebc5,Energy
213170,Southern Asia,10.118537284412648,0.01505824155850407,110.1009872376934,0.022019466170143255,0.683860427957237,213170,"Risk, Risk assessment & risk perception","['risk', 'factor', 'percept', 'hazard', 'assess', 'high', 'relat', 'increas', 'map', 'higher']",213170,Other,Methods,Risk assessment & risk perception,#bdbdbd,Risk
213145,Southern Asia,8.713463108980633,0.012967233169982887,93.44365219501358,0.01868810979760512,0.6938761228620691,213145,"Temporal, Temporal analyses","['day', 'lag', 'associ', 'daili', 'effect', 'week', 'cumul', 'model', 'nonlinear', 'increas']",213145,Other,Methods,Temporal analyses,#bdbdbd,Temporal
213184,Southern Asia,4.65830498812776,0.006932413232540065,49.81261672038124,0.00996219249472123,0.6958722426025611,213184,"Injury, Occupational injury","['injuri', 'worker', 'occup', 'work', 'accid', 'workplac', 'safeti', 'wbgt', 'ill', 'workrel']",213184,Health impact,Occupational health & injury,Occupational injury,#fed9a6,Injury
213171,Southern Asia,1.8956441924067362,0.0028210666577479495,20.20282776066396,0.004040431367402612,0.6982092755015585,213171,"DTR, Diurnal temperature range","['dtr', 'diurnal', 'effect', 'rang', 'childhood', 'elder', 'nonaccident', 'modifi', 'hefei', 'nonlinear']",213171,Exposure,Heat,Diurnal temperature range,#fbb4ae,DTR
213179,Southern Asia,7.159599361732714,0.010654798576189749,72.80364519362617,0.014560245485749277,0.7317732785905325,213179,"RCP, Greenhouse pathways","['scenario', 'project', 'rcp', 'futur', 'pathway', 'increas', 'simul', 'popul', 'global', 'model']",213179,Intervention option,Mitigation co-benefits,Greenhouse pathways,#ccebc5,RCP
213141,Southern Asia,6.113231163455119,0.009097610551288842,61.206378268958005,0.012240869128455118,0.7432160621781783,213141,"Heatwave, Heatwaves","['heatwav', 'definit', 'dure', 'intens', 'day', 'durat', 'excess', 'period', 'warn', 'impact']",213141,Exposure,Heat,Heatwaves,#fbb4ae,Heatwave
213173,Southern Asia,4.276119644248866,0.006363651259689124,40.38990663905842,0.008077713062953488,0.7878035788216468,213173,"Drought, Drought","['drought', 'impact', 'veget', 'sever', 'agricultur', 'index', 'vhi', 'shock', 'rural', 'region']",213173,Exposure,Drought,Drought,#fbb4ae,Drought
213156,Southern Asia,4.055338243944282,0.0060350879936790615,37.92251643569399,0.007584251410386893,0.7957394431062506,213156,"Influenza, Influenza","['influenza', 'epidem', 'week', 'activ', 'virus', 'pandem', 'vaccin', 'ili', 'surveil', 'temper']",213156,Health impact,Infectious,Influenza,#fed9a6,Influenza
213122,Southern Asia,15.326773389130102,0.022809053277048838,142.9098677048138,0.02858102435096494,0.798048838171847,213122,"Climate change, General climate change","['climat', 'chang', 'impact', 'global', 'increas', 'human', 'mitig', 'futur', 'affect', 'consequ']",213122,Exposure,General climate change,General climate change,#fbb4ae,Climate change
213169,Southern Asia,8.303664272613377,0.01235737724961008,77.40548071907742,0.015480582026006443,0.7982501710110403,213169,"Adaptation, Adaptation","['adapt', 'strategi', 'plan', 'polici', 'capac', 'climat', 'chang', 'govern', 'develop', 'local']",213169,Intervention option,Policy & practice,Adaptation,#ccebc5,Adaptation
213140,Southern Asia,12.587638632370103,0.018732717768345855,116.62575375262,0.023324376136421226,0.8031390704206037,213140,"Temperature, Ambient temperature","['temperatur', 'effect', 'ambient', 'daili', 'mean', 'percentil', 'high', 'nonlinear', 'associ', 'minimum']",213140,Exposure,Heat,Ambient temperature,#fbb4ae,Temperature
213125,Southern Asia,11.446850446222285,0.01703501546303694,102.61671428753301,0.020522661289743824,0.8300587931814754,213125,"Mortality, Mortality","['mortal', 'cardiovascular', 'allcaus', 'respiratori', 'excess', 'rate', 'estim', 'daili', 'increas', 'citi']",213125,Health impact,All-cause mortality,Mortality,#fed9a6,Mortality
213129,Southern Asia,10.629038856081447,0.015817961641171233,93.15580546361451,0.01863054236316836,0.8490338785006357,213129,"Urban, Urban areas","['urban', 'citi', 'uhi', 'area', 'island', 'green', 'rural', 'plan', 'land', 'space']",213129,Mediating pathways,Geographic exposure,Urban areas,#b3cde3,Urban
213136,Southern Asia,8.046073014553716,0.011974034155821552,70.20987810906284,0.014041509296322809,0.8527597641485244,213136,"Hospital, Hospital admissions","['hospit', 'admiss', 'respiratori', 'associ', 'ami', 'pneumonia', 'daili', 'cardiovascular', 'copd', 'increas']",213136,Health impact,Health system demand,Hospital admissions,#fed9a6,Hospital
213138,Southern Asia,15.0237530260509,0.02235810333278947,118.49610245605815,0.023698433454479754,0.9434422480175828,213138,"Model, Modelling & forecasting","['model', 'predict', 'forecast', 'use', 'data', 'variabl', 'develop', 'accuraci', 'error', 'estim']",213138,Other,Methods,Modeling & forecasting,#bdbdbd,Model
213142,Southern Asia,9.809842043049544,0.01459884635327346,76.847227868478,0.015368935163734243,0.9498931577069863,213142,"Transmission, Transmission","['transmiss', 'outbreak', 'virus', 'wnv', 'epidem', 'zika', 'vector', 'spread', 'human', 'chikungunya']",213142,Health impact,Infectious,Transmission,#fed9a6,Transmission
213143,Southern Asia,8.53638847910977,0.01270371360430557,66.21897851994918,0.013243355885570813,0.9592518477999065,213143,"Water, Drinking water quality","['water', 'drink', 'sourc', 'suppli', 'contamin', 'qualiti', 'groundwat', 'sanit', 'sampl', 'coli']",213143,Health impact,WASH,Drinking water quality,#fed9a6,Water
213124,Southern Asia,12.779207997496766,0.01901780816176965,95.18658130320193,0.019036684042919173,0.9990084470012232,213124,"NOx/Vehicles, Emissions (NOx & vehicles)","['emiss', 'nox', 'vehicl', 'sourc', 'fuel', 'reduct', 'ship', 'carbon', 'contribut', 'transport']",213124,Exposure,Emissions,Emissions (Nox & vehicles),#fbb4ae,NOx/Vehicles
213165,Southern Asia,5.482048048145101,0.008158294170785028,39.178048074058076,0.007835349398970938,1.0412163842823021,213165,"PAH, Polycyclic aromatic hydrocarbons ","['pah', 'sourc', 'combust', 'aromat', 'hydrocarbon', 'polycycl', 'sampl', 'cancer', 'burn', 'biomass']",213165,Exposure,Emissions,PAH,#fbb4ae,PAH
213188,Southern Asia,15.512677963239803,0.023085713421206938,108.28745837567492,0.021656772442978173,1.0659812528386277,213188,"Age & sex, Age & sex","['age', 'preval', 'group', 'year', 'women', 'among', 'older', 'adult', 'studi', 'particip']",213188,Mediating pathways,Demographic vulnerability,Age & Sex,#b3cde3,Age & sex
213178,Southern Asia,7.813110085092536,0.01162734253751747,54.35726863708769,0.010871092693036025,1.0695652098492265,213178,"Thermal stress, Thermal stress & comfort","['thermal', 'stress', 'comfort', 'index', 'indic', 'utci', 'pet', 'wbgt', 'condit', 'physiolog']",213178,Health impact,Chronic,Thermal stress & comfort,#fed9a6,Thermal stress
213166,Southern Asia,9.744816416750762,0.014502076280606091,67.66707669182229,0.013532965901853117,1.0716110855359704,213166,"Warming, Increasing temperature","['degre', 'increas', 'temperatur', 'threshold', 'warm', 'maximum', 'abov', 'mean', 'per', 'averag']",213166,Exposure,Heat,Increasing temperatures,#fbb4ae,Warming
213160,Southern Asia,8.699167444390715,0.012945958595942827,60.05113036504122,0.012009827220688139,1.0779471143133605,213160,"RSV, Respiratory viruses","['infect', 'rsv', 'respiratori', 'virus', 'preval', 'rate', 'syncyti', 'detect', 'viral', 'tract']",213160,Health impact,Respiratory,Respiratory viruses,#fed9a6,RSV
213177,Southern Asia,10.523407705580587,0.015660763092049418,72.44406093459777,0.014488331022258607,1.0809225070844661,213177,"Death, Death","['death', 'caus', 'excess', 'estim', 'attribut', 'fatal', 'year', 'number', 'rate', 'prematur']",213177,Health impact,All-cause mortality,Death,#fed9a6,Death
213189,Southern Asia,4.1034235654843405,0.006106647782096698,25.970416472194465,0.0051939108020844435,1.1757321245574628,213189,"Leptospirosis, Leptospirosis","['leptospirosi', 'leptospira', 'human', 'anim', 'rodent', 'serovar', 'dog', 'zoonot', 'outbreak', 'rainfal']",213189,Health impact,Infectious,Leptospirosis,#fed9a6,Leptospirosis
213154,Southern Asia,17.10690785976604,0.02545822025761126,107.88727479891851,0.021576738385597642,1.1798919652566435,213154,"Meteorology, Meteorological variables","['meteorolog', 'humid', 'correl', 'wind', 'factor', 'pressur', 'relat', 'speed', 'weather', 'atmospher']",213154,Exposure,General seasonality & weather,Meteorological variables,#fbb4ae,Meteorology
213151,Southern Asia,8.979535353608854,0.013363197529159303,56.41497072831313,0.011282619444273546,1.184405589071051,213151,"Farmer, Farmers & agriculture","['farmer', 'crop', 'agricultur', 'farm', 'product', 'percept', 'yield', 'pest', 'smallhold', 'rice']",213151,Health impact,Food & nutrition,Farmers & agriculture,#fed9a6,Farmer
213150,Southern Asia,16.423231518845096,0.02444078431800358,99.4615382540734,0.019891647039348207,1.2286958575957334,213150,"Particulates, Particle concentration (air)","['concentr', 'particl', 'site', 'aerosol', 'mass', 'measur', 'dure', 'sourc', 'carbon', 'averag']",213150,Exposure,Emissions,Particulate concentration (air),#fbb4ae,Particulates
213123,Southern Asia,20.51326172960381,0.030527500328830535,120.81875832905361,0.02416294920228041,1.2634012542620194,213123,"Air pollution, Air pollution","['pollut', 'air', 'qualiti', 'dioxid', 'level', 'citi', 'particul', 'effect', 'matter', 'nitrogen']",213123,Health impact,Respiratory,Air pollution,#fed9a6,Air pollution
213135,Southern Asia,16.896050382303947,0.025144425611132837,99.01311957294723,0.01980196628146543,1.26979438575592,213135,"Infectious, Infectious diseases general","['diseas', 'infecti', 'respiratori', 'cardiovascular', 'vectorborn', 'burden', 'heart', 'chronic', 'diarrheal', 'prevent']",213135,Health impact,Infectious,Infectious diseases general,#fed9a6,Infectious
213176,Southern Asia,7.504499092141341,0.011168072709394418,42.33482289202391,0.008466683395648869,1.3190610995485936,213176,"Dust storm, Dust storms","['dust', 'storm', 'desert', 'sourc', 'event', 'asian', 'saharan', 'miner', 'aerosol', 'road']",213176,Exposure,Drought,Dust storms,#fbb4ae,Dust storm
213187,Southern Asia,11.858589281014755,0.017647758457310734,66.47240247747139,0.013294038993864084,1.3274941096122952,213187,"Household, Rural households","['household', 'stove', 'rural', 'fuel', 'cook', 'survey', 'use', 'incom', 'shock', 'biomass']",213187,Mediating pathways,Geographic exposure,Rural households,#b3cde3,Household
213168,Southern Asia,21.467574325821186,0.03194769271358376,119.85115659249975,0.023969435281662947,1.3328512890758142,213168,"Spatial, Spatial analyses","['spatial', 'area', 'region', 'distribut', 'map', 'cluster', 'use', 'environment', 'geograph', 'data']",213168,Other,Methods,Spatial analyses,#bdbdbd,Spatial
213130,Southern Asia,19.624305868549097,0.029204570767536058,106.79073617147658,0.02135743794318574,1.3674192028662318,213130,"PM2.5-10, Particulate matter","['particulatematt', 'particul', 'matter', 'concentr', 'fine', 'pollut', 'diamet', 'μgm', 'level', 'respect']",213130,Exposure,Emissions,Particulate matter,#fbb4ae,PM2.5-10
213137,Southern Asia,13.469706401139623,0.020045396583451208,72.67621615891672,0.01453476052517557,1.3791349743073302,213137,"Mosquito, Mosquito vector dynamics","['mosquito', 'vector', 'abund', 'speci', 'aed', 'aegypti', 'albopictus', 'popul', 'trap', 'densiti']",213137,Health impact,Infectious,Mosquito vector dynamics,#fed9a6,Mosquito
